Age,BusinessTravel,Department,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime
37,Travel_Rarely,Sales,Life Sciences,1105,4,Female,Sales Executive,4,Divorced,6694,2,Y,Yes
25,Travel_Rarely,Research & Development,Technical Degree,1106,4,Male,Laboratory Technician,4,Married,3691,1,Y,Yes
26,Travel_Rarely,Research & Development,Medical,1107,1,Male,Laboratory Technician,3,Divorced,2377,1,Y,No
33,Travel_Rarely,Research & Development,Medical,1108,1,Male,Research Scientist,2,Single,2313,4,Y,Yes
42,Travel_Rarely,Research & Development,Medical,1109,4,Male,Manager,1,Married,17665,0,Y,No
28,Travel_Frequently,Research & Development,Medical,1111,1,Male,Laboratory Technician,2,Divorced,2596,1,Y,No
50,Travel_Frequently,Sales,Other,1113,4,Male,Sales Executive,3,Single,4728,3,Y,Yes
33,Travel_Frequently,Sales,Life Sciences,1114,4,Female,Sales Executive,2,Married,4302,0,Y,No
34,Non-Travel,Research & Development,Life Sciences,1115,3,Male,Research Scientist,4,Married,2979,3,Y,No
48,Non-Travel,Research & Development,Medical,1116,1,Male,Manager,4,Single,16885,2,Y,No
45,Non-Travel,Sales,Life Sciences,1117,2,Female,Sales Executive,3,Married,5593,1,Y,No
52,Travel_Rarely,Research & Development,Life Sciences,1118,2,Male,Healthcare Representative,2,Single,10445,7,Y,No
38,Travel_Rarely,Sales,Marketing,1119,3,Male,Sales Executive,3,Divorced,8740,0,Y,Yes
29,Travel_Rarely,Research & Development,Life Sciences,1120,3,Female,Research Scientist,4,Divorced,2514,4,Y,No
28,Travel_Rarely,Research & Development,Medical,1121,4,Female,Manufacturing Director,2,Divorced,7655,0,Y,No
46,Travel_Rarely,Sales,Marketing,1124,1,Male,Manager,3,Married,17465,3,Y,No
38,Travel_Rarely,Sales,Marketing,1125,4,Male,Sales Executive,2,Single,7351,7,Y,No
43,Travel_Frequently,Research & Development,Life Sciences,1126,3,Female,Manufacturing Director,1,Married,10820,8,Y,No
39,Travel_Frequently,Research & Development,Life Sciences,1127,1,Male,Healthcare Representative,4,Divorced,12169,7,Y,No
40,Travel_Rarely,Research & Development,Medical,1128,3,Male,Research Director,3,Single,19626,1,Y,No
21,Travel_Rarely,Research & Development,Technical Degree,1131,4,Female,Research Scientist,2,Single,2070,1,Y,Yes
39,Non-Travel,Research & Development,Life Sciences,1132,3,Male,Laboratory Technician,2,Single,6782,9,Y,No
36,Non-Travel,Research & Development,Life Sciences,1133,1,Male,Manufacturing Director,4,Single,7779,2,Y,No
31,Travel_Frequently,Sales,Life Sciences,1135,3,Male,Sales Representative,4,Married,2791,0,Y,No
28,Travel_Rarely,Research & Development,Life Sciences,1136,1,Male,Research Scientist,2,Married,3201,0,Y,No
35,Travel_Frequently,Sales,Marketing,1137,4,Male,Sales Executive,4,Divorced,4968,1,Y,No
49,Travel_Rarely,Sales,Technical Degree,1138,4,Male,Sales Executive,2,Married,13120,6,Y,No
34,Travel_Frequently,Research & Development,Life Sciences,1140,4,Male,Manufacturing Director,3,Single,4033,2,Y,No
29,Travel_Frequently,Research & Development,Life Sciences,1143,4,Female,Research Scientist,2,Divorced,3291,0,Y,No
42,Travel_Rarely,Research & Development,Medical,1148,2,Male,Laboratory Technician,4,Single,4272,4,Y,No
29,Travel_Rarely,Research & Development,Medical,1150,2,Male,Manufacturing Director,4,Married,5056,1,Y,Yes
38,Travel_Rarely,Human Resources,Human Resources,1152,3,Male,Human Resources,3,Married,2844,1,Y,No
28,Travel_Frequently,Research & Development,Life Sciences,1154,3,Male,Research Scientist,3,Divorced,2703,1,Y,Yes
18,Non-Travel,Research & Development,Medical,1156,3,Male,Laboratory Technician,3,Single,1904,1,Y,No
33,Travel_Rarely,Sales,Marketing,1157,1,Female,Sales Executive,1,Single,8224,0,Y,Yes
41,Travel_Rarely,Research & Development,Life Sciences,1158,2,Male,Laboratory Technician,4,Married,4766,3,Y,Yes
31,Travel_Frequently,Research & Development,Medical,1160,3,Male,Laboratory Technician,3,Married,2610,1,Y,No
37,Travel_Rarely,Research & Development,Medical,1161,3,Female,Healthcare Representative,4,Divorced,5731,7,Y,No
27,Travel_Rarely,Research & Development,Life Sciences,1162,4,Male,Research Scientist,3,Married,2539,1,Y,No
34,Travel_Rarely,Sales,Life Sciences,1163,2,Female,Sales Executive,3,Married,5714,1,Y,No
35,Travel_Rarely,Human Resources,Technical Degree,1164,3,Male,Human Resources,3,Single,4323,1,Y,No
29,Travel_Rarely,Sales,Life Sciences,1165,4,Female,Sales Executive,1,Married,7336,1,Y,No
40,Travel_Frequently,Research & Development,Medical,1166,2,Female,Research Director,3,Single,13499,9,Y,No
42,Travel_Frequently,Sales,Life Sciences,1167,3,Male,Sales Executive,1,Single,13758,0,Y,Yes
42,Travel_Rarely,Sales,Marketing,1171,2,Male,Sales Executive,1,Single,5155,7,Y,No
35,Travel_Rarely,Research & Development,Medical,1172,4,Male,Laboratory Technician,3,Married,2258,6,Y,No
24,Travel_Rarely,Research & Development,Medical,1173,4,Male,Laboratory Technician,2,Single,3597,8,Y,No
28,Travel_Rarely,Research & Development,Life Sciences,1175,3,Female,Laboratory Technician,4,Married,2515,1,Y,Yes
26,Travel_Rarely,Research & Development,Medical,1177,1,Male,Laboratory Technician,4,Married,4420,1,Y,No
30,Travel_Rarely,Sales,Marketing,1179,3,Male,Sales Executive,3,Married,6578,1,Y,No
40,Travel_Frequently,Research & Development,Medical,1180,3,Female,Research Scientist,4,Married,4422,3,Y,Yes
35,Travel_Rarely,Research & Development,Life Sciences,1182,3,Male,Manufacturing Director,2,Divorced,10274,2,Y,No
34,Travel_Frequently,Research & Development,Medical,1184,4,Male,Healthcare Representative,1,Single,5343,0,Y,No
35,Travel_Frequently,Research & Development,Other,1185,4,Male,Laboratory Technician,4,Married,2376,1,Y,No
43,Travel_Rarely,Sales,Marketing,1188,1,Female,Sales Executive,3,Single,5346,8,Y,No
32,Non-Travel,Sales,Life Sciences,1190,3,Female,Sales Representative,1,Divorced,2827,1,Y,No
56,Travel_Rarely,Research & Development,Technical Degree,1191,4,Female,Manager,1,Divorced,19943,4,Y,No
29,Travel_Rarely,Research & Development,Medical,1192,2,Female,Laboratory Technician,4,Married,3131,1,Y,No
19,Travel_Rarely,Research & Development,Life Sciences,1193,3,Male,Research Scientist,1,Single,2552,1,Y,No
45,Travel_Rarely,Research & Development,Medical,1195,1,Female,Research Scientist,3,Married,4477,4,Y,Yes
37,Travel_Rarely,Research & Development,Life Sciences,1196,4,Female,Manufacturing Director,4,Married,6474,1,Y,No
20,Travel_Rarely,Research & Development,Life Sciences,1198,1,Male,Laboratory Technician,3,Single,3033,1,Y,No
44,Travel_Rarely,Research & Development,Life Sciences,1200,3,Male,Research Scientist,3,Single,2936,1,Y,Yes
53,Travel_Rarely,Research & Development,Medical,1201,4,Female,Manager,3,Divorced,18606,3,Y,No
29,Travel_Rarely,Research & Development,Life Sciences,1202,2,Female,Research Scientist,4,Married,2168,0,Y,Yes
22,Travel_Frequently,Research & Development,Life Sciences,1203,3,Male,Research Scientist,4,Married,2853,0,Y,Yes
46,Travel_Rarely,Sales,Marketing,1204,3,Female,Manager,1,Married,17048,8,Y,No
44,Non-Travel,Research & Development,Life Sciences,1206,4,Male,Research Scientist,3,Single,2290,2,Y,No
33,Travel_Rarely,Human Resources,Human Resources,1207,2,Male,Human Resources,3,Married,3600,1,Y,No
41,Non-Travel,Research & Development,Life Sciences,1210,1,Male,Research Scientist,1,Divorced,2107,6,Y,No
30,Travel_Rarely,Sales,Life Sciences,1211,3,Male,Sales Executive,1,Divorced,4115,8,Y,No
40,Travel_Frequently,Sales,Medical,1212,2,Male,Sales Executive,2,Married,4327,5,Y,No
50,Travel_Frequently,Research & Development,Medical,1215,4,Female,Manager,1,Married,17856,2,Y,No
28,Travel_Rarely,Research & Development,Medical,1216,4,Male,Laboratory Technician,1,Married,3196,1,Y,No
46,Travel_Rarely,Research & Development,Life Sciences,1217,4,Male,Research Director,2,Married,19081,5,Y,No
35,Travel_Rarely,Sales,Life Sciences,1218,3,Male,Sales Executive,1,Married,8966,3,Y,Yes
24,Travel_Rarely,Research & Development,Life Sciences,1219,4,Female,Laboratory Technician,2,Married,2210,1,Y,No
33,Travel_Frequently,Sales,Medical,1220,2,Female,Sales Executive,3,Married,4539,1,Y,No
36,Travel_Rarely,Research & Development,Life Sciences,1221,3,Male,Laboratory Technician,3,Divorced,2741,1,Y,No
30,Travel_Rarely,Research & Development,Life Sciences,1224,3,Male,Laboratory Technician,3,Divorced,3491,1,Y,No
44,Travel_Rarely,Research & Development,Other,1225,4,Male,Research Scientist,4,Single,4541,1,Y,No
20,Travel_Rarely,Sales,Marketing,1226,3,Male,Sales Representative,4,Single,2678,1,Y,No
46,Travel_Rarely,Research & Development,Technical Degree,1228,4,Male,Manufacturing Director,4,Divorced,7379,2,Y,No
42,Non-Travel,Human Resources,Medical,1231,4,Male,Human Resources,1,Married,6272,7,Y,No
60,Travel_Rarely,Sales,Marketing,1233,2,Male,Sales Executive,4,Divorced,5220,0,Y,Yes
32,Travel_Frequently,Research & Development,Other,1234,3,Female,Laboratory Technician,2,Married,2743,1,Y,No
32,Travel_Frequently,Research & Development,Life Sciences,1235,4,Female,Research Scientist,3,Single,4998,4,Y,Yes
36,Travel_Rarely,Research & Development,Technical Degree,1237,3,Female,Manufacturing Director,1,Divorced,10252,2,Y,Yes
33,Travel_Rarely,Research & Development,Medical,1238,1,Male,Research Scientist,4,Married,2781,0,Y,No
40,Travel_Rarely,Sales,Technical Degree,1239,2,Female,Sales Executive,2,Divorced,6852,7,Y,No
25,Travel_Rarely,Sales,Life Sciences,1240,3,Male,Sales Executive,4,Single,4950,0,Y,No
30,Travel_Rarely,Research & Development,Medical,1241,4,Male,Research Scientist,2,Married,3579,0,Y,Yes
42,Travel_Frequently,Research & Development,Medical,1242,1,Female,Research Director,1,Married,13191,3,Y,Yes
35,Non-Travel,Sales,Marketing,1243,3,Female,Sales Executive,4,Married,10377,4,Y,Yes
27,Travel_Rarely,Research & Development,Life Sciences,1244,1,Male,Research Scientist,1,Married,2235,1,Y,Yes
54,Travel_Frequently,Research & Development,Life Sciences,1245,4,Female,Manufacturing Director,3,Divorced,10502,7,Y,No
44,Travel_Rarely,Research & Development,Life Sciences,1246,1,Female,Research Scientist,4,Married,2011,1,Y,No
19,Non-Travel,Research & Development,Medical,1248,1,Female,Research Scientist,2,Single,1859,1,Y,Yes
29,Travel_Rarely,Research & Development,Life Sciences,1249,1,Female,Research Scientist,4,Divorced,3760,1,Y,No
54,Travel_Rarely,Research & Development,Life Sciences,1250,4,Male,Research Director,4,Married,17779,3,Y,No
31,Travel_Rarely,Research & Development,Medical,1251,3,Male,Healthcare Representative,1,Married,6833,1,Y,Yes
31,Travel_Rarely,Research & Development,Medical,1252,3,Female,Healthcare Representative,1,Single,6812,1,Y,No
59,Travel_Rarely,Sales,Life Sciences,1254,3,Female,Sales Executive,4,Single,5171,5,Y,No
43,Travel_Rarely,Research & Development,Life Sciences,1255,3,Male,Research Director,4,Married,19740,3,Y,No
49,Travel_Rarely,Research & Development,Medical,1256,1,Male,Manager,3,Married,18711,2,Y,No
36,Travel_Frequently,Research & Development,Technical Degree,1257,3,Male,Research Scientist,2,Married,3692,1,Y,No
48,Travel_Rarely,Research & Development,Technical Degree,1258,4,Male,Laboratory Technician,2,Single,2559,5,Y,No
27,Travel_Rarely,Research & Development,Life Sciences,1259,1,Male,Research Scientist,3,Divorced,2517,1,Y,No
29,Travel_Rarely,Research & Development,Life Sciences,1260,3,Male,Healthcare Representative,4,Divorced,6623,1,Y,Yes
48,Travel_Rarely,Research & Development,Life Sciences,1263,4,Male,Research Director,4,Single,18265,6,Y,No
29,Travel_Rarely,Research & Development,Life Sciences,1264,4,Female,Research Director,4,Divorced,16124,3,Y,No
34,Travel_Rarely,Research & Development,Technical Degree,1265,3,Female,Research Scientist,3,Married,2585,0,Y,No
44,Travel_Rarely,Sales,Marketing,1267,2,Male,Manager,2,Married,18213,7,Y,No
33,Travel_Rarely,Sales,Marketing,1268,4,Male,Sales Executive,3,Divorced,8380,0,Y,Yes
19,Travel_Rarely,Research & Development,Life Sciences,1269,2,Female,Research Scientist,4,Single,2994,1,Y,Yes
23,Travel_Rarely,Research & Development,Life Sciences,1270,4,Male,Research Scientist,3,Married,1223,1,Y,No
25,Travel_Frequently,Sales,Life Sciences,1273,3,Male,Sales Representative,4,Single,1118,1,Y,Yes
26,Travel_Rarely,Research & Development,Life Sciences,1275,3,Male,Research Scientist,4,Single,2875,1,Y,Yes
45,Travel_Rarely,Sales,Marketing,1277,1,Female,Manager,2,Single,18824,2,Y,Yes
55,Non-Travel,Research & Development,Medical,1278,4,Male,Healthcare Representative,2,Divorced,13577,1,Y,Yes
21,Travel_Frequently,Research & Development,Life Sciences,1279,1,Female,Laboratory Technician,3,Single,2625,1,Y,No
46,Travel_Rarely,Sales,Marketing,1280,4,Female,Manager,2,Married,18789,2,Y,No
34,Travel_Rarely,Sales,Marketing,1281,3,Female,Sales Executive,1,Single,4538,0,Y,Yes
51,Travel_Frequently,Sales,Life Sciences,1282,4,Male,Manager,2,Divorced,19847,4,Y,Yes
59,Travel_Rarely,Research & Development,Medical,1283,4,Male,Manufacturing Director,4,Single,10512,6,Y,No
34,Travel_Frequently,Research & Development,Medical,1285,3,Female,Laboratory Technician,2,Divorced,4444,4,Y,No
28,Travel_Frequently,Research & Development,Medical,1286,4,Male,Laboratory Technician,3,Single,2154,0,Y,Yes
44,Travel_Rarely,Research & Development,Life Sciences,1288,3,Male,Manager,1,Divorced,19190,1,Y,No
34,Travel_Frequently,Human Resources,Life Sciences,1289,3,Male,Human Resources,2,Married,4490,4,Y,No
35,Travel_Rarely,Research & Development,Life Sciences,1291,3,Male,Research Scientist,3,Married,3506,0,Y,Yes
42,Travel_Rarely,Research & Development,Medical,1292,2,Female,Research Scientist,2,Married,2372,6,Y,Yes
43,Travel_Rarely,Sales,Marketing,1293,4,Female,Sales Executive,4,Single,10231,3,Y,No
36,Travel_Rarely,Research & Development,Life Sciences,1294,3,Female,Manufacturing Director,2,Single,5410,9,Y,Yes
44,Travel_Rarely,Research & Development,Medical,1295,1,Female,Healthcare Representative,4,Married,7978,1,Y,No
28,Travel_Frequently,Research & Development,Life Sciences,1296,4,Male,Laboratory Technician,4,Married,3867,1,Y,Yes
51,Travel_Frequently,Research & Development,Medical,1297,2,Female,Laboratory Technician,3,Single,2838,0,Y,No
30,Non-Travel,Research & Development,Medical,1298,3,Female,Manufacturing Director,3,Single,4695,7,Y,Yes
29,Travel_Rarely,Research & Development,Technical Degree,1299,2,Female,Laboratory Technician,3,Divorced,3339,3,Y,Yes
28,Travel_Rarely,Research & Development,Technical Degree,1301,4,Male,Research Scientist,1,Single,2080,2,Y,No
25,Travel_Rarely,Research & Development,Medical,1303,4,Female,Research Scientist,2,Single,2096,1,Y,No
32,Travel_Rarely,Sales,Medical,1304,3,Male,Sales Executive,4,Married,6209,1,Y,No
45,Travel_Frequently,Research & Development,Medical,1306,2,Female,Manager,2,Single,18061,3,Y,No
39,Travel_Rarely,Research & Development,Medical,1307,3,Female,Manager,2,Divorced,17123,6,Y,Yes
58,Travel_Rarely,Research & Development,Life Sciences,1308,1,Male,Research Scientist,3,Divorced,2372,1,Y,No
32,Travel_Rarely,Research & Development,Life Sciences,1309,4,Male,Laboratory Technician,3,Married,4883,1,Y,No
39,Travel_Rarely,Research & Development,Medical,1310,3,Male,Research Scientist,1,Single,3904,0,Y,No
30,Travel_Rarely,Research & Development,Technical Degree,1311,1,Female,Laboratory Technician,4,Married,4627,0,Y,No
36,Travel_Rarely,Research & Development,Technical Degree,1312,4,Female,Healthcare Representative,3,Married,7094,3,Y,No
46,Travel_Rarely,Human Resources,Life Sciences,1314,4,Female,Human Resources,1,Single,3423,6,Y,No
28,Non-Travel,Research & Development,Life Sciences,1315,3,Female,Laboratory Technician,4,Married,6674,0,Y,No
50,Travel_Rarely,Research & Development,Life Sciences,1317,4,Female,Research Director,1,Married,16880,4,Y,Yes
40,Travel_Rarely,Sales,Marketing,1318,4,Male,Sales Executive,2,Single,9094,2,Y,Yes
52,Travel_Rarely,Sales,Life Sciences,1319,2,Male,Sales Executive,2,Single,8446,9,Y,Yes
30,Travel_Rarely,Research & Development,Medical,1321,2,Female,Manager,1,Married,11916,1,Y,Yes
39,Travel_Rarely,Research & Development,Life Sciences,1322,1,Male,Manufacturing Director,3,Single,4534,0,Y,No
31,Non-Travel,Sales,Life Sciences,1324,4,Female,Sales Executive,3,Divorced,9852,1,Y,Yes
41,Non-Travel,Sales,Medical,1329,3,Male,Sales Executive,2,Single,6151,1,Y,No
31,Travel_Frequently,Sales,Life Sciences,1331,4,Female,Sales Representative,2,Single,2302,1,Y,Yes
44,Travel_Rarely,Research & Development,Life Sciences,1333,1,Male,Laboratory Technician,1,Married,2362,4,Y,No
42,Non-Travel,Research & Development,Life Sciences,1334,3,Male,Manager,3,Married,17861,0,Y,Yes
55,Travel_Rarely,Research & Development,Medical,1336,4,Female,Manager,3,Married,19187,4,Y,No
56,Travel_Rarely,Human Resources,Life Sciences,1338,4,Male,Manager,2,Single,19717,6,Y,No
40,Non-Travel,Research & Development,Life Sciences,1340,3,Male,Research Scientist,3,Divorced,3544,9,Y,No
34,Travel_Rarely,Research & Development,Life Sciences,1344,4,Male,Healthcare Representative,4,Divorced,8500,0,Y,No
40,Travel_Rarely,Research & Development,Life Sciences,1346,3,Male,Research Scientist,4,Single,4661,1,Y,No
41,Travel_Frequently,Sales,Marketing,1349,3,Female,Sales Executive,1,Divorced,4103,0,Y,No
35,Travel_Frequently,Research & Development,Life Sciences,1350,3,Male,Research Scientist,3,Single,4249,1,Y,Yes
51,Travel_Rarely,Human Resources,Life Sciences,1352,3,Male,Manager,2,Divorced,14026,1,Y,Yes
38,Travel_Rarely,Sales,Life Sciences,1355,2,Female,Sales Executive,1,Divorced,6893,3,Y,No
34,Travel_Rarely,Sales,Medical,1356,3,Female,Sales Executive,1,Single,6125,1,Y,No
25,Travel_Rarely,Research & Development,Medical,1358,4,Male,Laboratory Technician,4,Married,3669,3,Y,No
58,Travel_Rarely,Research & Development,Medical,1360,3,Female,Manufacturing Director,1,Married,10008,7,Y,Yes
40,Travel_Rarely,Research & Development,Life Sciences,1361,2,Male,Laboratory Technician,2,Married,2387,3,Y,No
36,Travel_Frequently,Sales,Marketing,1362,1,Female,Sales Executive,1,Married,4639,2,Y,No
48,Travel_Rarely,Research & Development,Life Sciences,1363,4,Male,Manufacturing Director,4,Single,7898,1,Y,No
27,Travel_Rarely,Sales,Medical,1364,3,Female,Sales Representative,4,Married,2534,8,Y,No
51,Travel_Rarely,Research & Development,Technical Degree,1367,4,Female,Manufacturing Director,2,Single,13142,3,Y,No
18,Non-Travel,Research & Development,Life Sciences,1368,4,Female,Laboratory Technician,4,Single,1611,1,Y,No
35,Travel_Rarely,Research & Development,Medical,1369,4,Female,Laboratory Technician,4,Married,5363,0,Y,No
27,Travel_Frequently,Sales,Life Sciences,1371,4,Male,Sales Executive,4,Single,5071,3,Y,No
55,Travel_Rarely,Sales,Marketing,1372,1,Male,Sales Executive,3,Single,13695,6,Y,Yes
56,Travel_Rarely,Research & Development,Life Sciences,1373,4,Male,Manufacturing Director,2,Married,13402,4,Y,Yes
34,Non-Travel,Research & Development,Technical Degree,1374,1,Female,Research Scientist,3,Divorced,2029,1,Y,No
40,Travel_Rarely,Research & Development,Medical,1375,2,Female,Healthcare Representative,3,Divorced,6377,5,Y,No
34,Travel_Rarely,Research & Development,Medical,1377,2,Male,Laboratory Technician,3,Married,5429,4,Y,No
31,Travel_Frequently,Sales,Life Sciences,1379,3,Female,Sales Representative,4,Single,2785,7,Y,No
35,Travel_Frequently,Sales,Marketing,1380,4,Female,Sales Executive,3,Married,4614,0,Y,Yes
38,Travel_Frequently,Research & Development,Life Sciences,1382,4,Male,Research Scientist,3,Divorced,2610,1,Y,No
34,Travel_Rarely,Research & Development,Technical Degree,1383,3,Female,Healthcare Representative,4,Single,6687,1,Y,No
28,Travel_Rarely,Sales,Life Sciences,1387,3,Male,Sales Executive,1,Married,4724,1,Y,No
31,Travel_Rarely,Research & Development,Medical,1389,4,Male,Manufacturing Director,3,Married,6179,1,Y,Yes
39,Travel_Rarely,Sales,Life Sciences,1390,1,Male,Sales Executive,4,Married,6120,3,Y,Yes
51,Travel_Frequently,Sales,Marketing,1391,2,Male,Sales Executive,2,Married,10596,2,Y,No
41,Travel_Frequently,Research & Development,Life Sciences,1392,4,Female,Research Scientist,4,Divorced,5467,3,Y,Yes
37,Travel_Rarely,Research & Development,Life Sciences,1394,3,Male,Research Scientist,3,Married,2996,7,Y,Yes
33,Travel_Frequently,Sales,Life Sciences,1395,2,Male,Sales Executive,4,Married,9998,6,Y,No
32,Travel_Rarely,Sales,Marketing,1396,3,Male,Sales Executive,2,Married,4078,0,Y,Yes
39,Non-Travel,Research & Development,Life Sciences,1397,3,Male,Healthcare Representative,3,Married,10920,3,Y,No
25,Travel_Rarely,Sales,Life Sciences,1399,1,Male,Sales Executive,3,Married,6232,2,Y,No
52,Travel_Frequently,Research & Development,Medical,1401,4,Female,Manufacturing Director,3,Married,13247,2,Y,Yes
43,Travel_Rarely,Research & Development,Medical,1402,1,Female,Research Scientist,3,Single,4081,1,Y,Yes
27,Travel_Rarely,Sales,Marketing,1403,4,Female,Sales Executive,4,Married,5769,1,Y,Yes
27,Travel_Rarely,Research & Development,Life Sciences,1405,4,Female,Research Scientist,3,Single,2394,1,Y,Yes
26,Travel_Rarely,Research & Development,Medical,1407,1,Male,Research Scientist,4,Single,3904,0,Y,No
42,Travel_Rarely,Human Resources,Human Resources,1408,3,Female,Manager,1,Married,16799,0,Y,No
52,Travel_Rarely,Research & Development,Other,1409,3,Female,Laboratory Technician,1,Married,2950,9,Y,No
37,Travel_Rarely,Research & Development,Medical,1411,1,Female,Laboratory Technician,3,Single,3629,4,Y,No
35,Travel_Frequently,Research & Development,Life Sciences,1412,3,Male,Manufacturing Director,4,Single,9362,2,Y,No
25,Travel_Rarely,Research & Development,Technical Degree,1415,1,Male,Laboratory Technician,4,Married,3229,4,Y,No
26,Travel_Rarely,Research & Development,Other,1417,3,Male,Laboratory Technician,1,Single,3578,0,Y,No
29,Travel_Rarely,Human Resources,Other,1419,2,Male,Human Resources,1,Single,7988,1,Y,No
49,Travel_Frequently,Research & Development,Life Sciences,1420,1,Male,Laboratory Technician,1,Single,4284,3,Y,No
29,Travel_Frequently,Research & Development,Other,1421,3,Female,Healthcare Representative,4,Single,7553,0,Y,Yes
54,Travel_Rarely,Research & Development,Medical,1422,4,Female,Research Director,4,Single,17328,6,Y,No
58,Travel_Rarely,Research & Development,Medical,1423,4,Female,Research Director,1,Married,19701,3,Y,Yes
55,Travel_Rarely,Research & Development,Medical,1424,2,Male,Research Director,4,Divorced,14732,2,Y,No
36,Travel_Rarely,Sales,Marketing,1425,1,Female,Sales Executive,2,Single,9278,3,Y,Yes
31,Travel_Frequently,Sales,Life Sciences,1427,2,Female,Sales Representative,3,Single,1359,1,Y,No
30,Travel_Rarely,Sales,Marketing,1428,4,Female,Sales Executive,1,Divorced,4779,7,Y,No
31,Travel_Rarely,Research & Development,Life Sciences,1430,1,Female,Research Director,2,Single,16422,3,Y,No
34,Travel_Frequently,Research & Development,Other,1431,4,Male,Research Scientist,1,Divorced,2996,5,Y,No
31,Travel_Rarely,Research & Development,Life Sciences,1433,1,Female,Research Scientist,2,Single,1261,1,Y,No
27,Travel_Rarely,Research & Development,Life Sciences,1434,2,Male,Laboratory Technician,1,Married,2099,0,Y,No
36,Travel_Rarely,Research & Development,Life Sciences,1435,1,Male,Laboratory Technician,4,Single,5810,1,Y,No
36,Travel_Rarely,Sales,Marketing,1436,3,Female,Sales Executive,1,Married,5647,4,Y,No
47,Travel_Rarely,Research & Development,Technical Degree,1438,1,Male,Research Scientist,4,Married,3420,7,Y,No
25,Travel_Rarely,Sales,Life Sciences,1439,1,Male,Sales Representative,1,Married,4400,3,Y,No
37,Non-Travel,Research & Development,Technical Degree,1440,3,Male,Laboratory Technician,3,Single,3500,0,Y,No
56,Travel_Rarely,Research & Development,Life Sciences,1441,1,Female,Research Scientist,1,Married,2066,2,Y,No
47,Travel_Rarely,Research & Development,Medical,1443,1,Female,Research Director,3,Married,17169,3,Y,No
24,Travel_Rarely,Sales,Medical,1445,4,Female,Sales Executive,3,Married,4162,1,Y,Yes
32,Travel_Rarely,Sales,Marketing,1446,4,Male,Sales Executive,4,Married,9204,4,Y,No
34,Travel_Rarely,Research & Development,Life Sciences,1447,4,Female,Laboratory Technician,2,Married,3294,5,Y,No
41,Travel_Rarely,Research & Development,Medical,1448,2,Male,Research Scientist,3,Married,2127,2,Y,Yes
40,Non-Travel,Research & Development,Other,1449,3,Male,Laboratory Technician,3,Divorced,3975,3,Y,No
31,Travel_Rarely,Sales,Life Sciences,1453,1,Male,Sales Executive,4,Divorced,10793,1,Y,No
46,Travel_Rarely,Sales,Marketing,1457,1,Male,Sales Executive,4,Divorced,10096,4,Y,No
39,Non-Travel,Research & Development,Life Sciences,1458,1,Female,Laboratory Technician,1,Single,3646,2,Y,Yes
31,Travel_Frequently,Research & Development,Life Sciences,1459,3,Female,Manufacturing Director,2,Single,7446,1,Y,No
45,Travel_Rarely,Research & Development,Medical,1460,2,Male,Healthcare Representative,1,Divorced,10851,2,Y,Yes
31,Travel_Rarely,Human Resources,Medical,1461,4,Female,Human Resources,2,Single,2109,9,Y,No
31,Travel_Frequently,Research & Development,Life Sciences,1464,2,Male,Laboratory Technician,4,Married,3722,6,Y,Yes
45,Travel_Rarely,Research & Development,Technical Degree,1465,2,Male,Manufacturing Director,4,Married,9380,4,Y,Yes
48,Travel_Rarely,Sales,Marketing,1466,3,Male,Sales Executive,1,Divorced,5486,4,Y,No
34,Travel_Rarely,Human Resources,Technical Degree,1467,1,Female,Human Resources,3,Married,2742,1,Y,No
40,Non-Travel,Research & Development,Medical,1468,4,Male,Research Director,2,Divorced,13757,2,Y,No
28,Travel_Rarely,Sales,Medical,1469,4,Male,Sales Executive,1,Single,8463,0,Y,No
44,Non-Travel,Research & Development,Life Sciences,1471,3,Male,Laboratory Technician,3,Single,3162,3,Y,No
53,Travel_Rarely,Research & Development,Medical,1472,4,Male,Research Director,2,Single,16598,4,Y,No
49,Travel_Rarely,Research & Development,Technical Degree,1473,1,Male,Healthcare Representative,3,Married,6651,2,Y,No
40,Travel_Rarely,Research & Development,Medical,1474,3,Male,Research Scientist,3,Divorced,2345,2,Y,No
44,Travel_Rarely,Research & Development,Life Sciences,1475,4,Male,Research Scientist,2,Single,3420,1,Y,No
33,Travel_Frequently,Sales,Medical,1477,4,Male,Sales Executive,1,Married,4373,0,Y,No
34,Travel_Rarely,Sales,Other,1478,4,Male,Sales Executive,1,Single,4759,3,Y,No
30,Travel_Rarely,Sales,Life Sciences,1479,4,Male,Sales Executive,3,Married,5301,8,Y,No
42,Travel_Frequently,Research & Development,Medical,1480,1,Female,Laboratory Technician,4,Single,3673,1,Y,No
44,Travel_Frequently,Sales,Marketing,1481,1,Female,Sales Executive,3,Married,4768,7,Y,No
30,Non-Travel,Research & Development,Technical Degree,1482,3,Male,Research Scientist,3,Divorced,1274,1,Y,No
57,Travel_Rarely,Research & Development,Life Sciences,1483,2,Male,Research Scientist,3,Married,4900,0,Y,No
49,Travel_Rarely,Research & Development,Life Sciences,1484,3,Male,Healthcare Representative,2,Divorced,10466,3,Y,No
34,Travel_Frequently,Research & Development,Medical,1485,2,Male,Research Director,1,Divorced,17007,7,Y,No
